_id,Date,Line,Time,Day,Station,Incident,Min Delay,Min Gap,Bound,Vehicle,,
882,2025-01-28,512,17:17,Tuesday,ST CLAIR WEST STATION,General Delay,None,None,None,4607,ST CLAIR WEST STATION,
883,2025-01-28,503,18:17,Tuesday,KINGSTON ROAD AND COLU,Diversion,20,30,None,4439,KINGSTON ROAD AND COLU,
884,2025-01-28,505,19:29,Tuesday,DUNDAS AND LANSDOWNE,Security,10,20,E,4449,DUNDAS AND LANSDOWNE,
885,2025-01-28,504,19:29,Tuesday,KING AND SHAW,General Delay,None,None,None,None,KING AND SHAW,
886,2025-01-28,506,19:41,Tuesday,GERRARD AND DE GRASSI,General Delay,None,None,E,4417,GERRARD AND DE GRASSI,
887,2025-01-28,504,19:58,Tuesday,CHARLOTTE LOOP,Operations,10,20,E,4436,CHARLOTTE LOOP,
888,2025-01-28,503,20:02,Tuesday,KING AND RIVER,General Delay,None,None,W,None,KING AND RIVER,
889,2025-01-28,506,20:19,Tuesday,COLLEGE AND DUFFERIN,Diversion,15,25,W,4520,COLLEGE AND DUFFERIN,
890,2025-01-28,None,20:25,Tuesday,TOWNSLEY LOOP ST CLAIR,Security,None,None,None,None,TOWNSLEY LOOP ST CLAIR,
891,2025-01-28,512,20:42,Tuesday,ST CLAIR AND OAKWOOD,Operations,8,16,E,4462,ST CLAIR AND OAKWOOD,
892,2025-01-28,506,20:46,Tuesday,OSSINGTON AND COLLEGE,Collision - TTC Involved,10,20,S,4615,OSSINGTON AND COLLEGE,
893,2025-01-28,506,20:53,Tuesday,GERRARD AND WOODFIELD,Operations,10,20,W,4618,GERRARD AND WOODFIELD,
894,2025-01-28,507,21:12,Tuesday,HUMBER LOOP,Operations,10,20,None,4559,HUMBER LOOP,
895,2025-01-28,511,21:16,Tuesday,MANITORBA AND STRACHAN,General Delay,None,None,S,None,MANITORBA AND STRACHAN,
896,2025-01-28,507,21:16,Tuesday,LAKE SHORE AND LONG BR,Operations,10,20,W,4533,LAKE SHORE AND LONG BR,
897,2025-01-28,503,21:25,Tuesday,KINGSTON AND MAIN,Collision - TTC Involved,103,113,W,4453,KINGSTON AND MAIN,
898,2025-01-28,505,21:27,Tuesday,DUNDAS AND OSSINGTON,Diversion,None,None,E,4513,DUNDAS AND OSSINGTON,
899,2025-01-28,504,21:58,Tuesday,KING AND DUFFERIN,Operations,10,20,E,4401,KING AND DUFFERIN,
900,2025-01-28,504,22:37,Tuesday,KING AND SHAW,General Delay,None,None,E,4528,KING AND SHAW,
901,2025-01-28,501,23:42,Tuesday,LAKE SHORE AND THIRTY,Security,38,48,E,4588,LAKE SHORE AND THIRTY,
902,2025-01-28,505,23:52,Tuesday,DUNDAS AND RIVER,Security,10,20,E,4616,DUNDAS AND RIVER,
903,2025-01-28,503,0:57,Tuesday,KING AND BAY,General Delay,10,20,E,4512,KING AND BAY,
904,2025-01-28,505,1:26,Tuesday,KINGSTON RD LOOP OUTSI,Security,None,None,E,4431,KINGSTON RD LOOP OUTSI,
905,2025-01-28,511,1:40,Tuesday,BATHURST STATION,Security,None,None,S,4561,BATHURST STATION,
906,2025-01-29,509,2:19,Wednesday,KINGSTON RD LOOP,Security,None,None,None,4456,KINGSTON RD LOOP,
907,2025-01-29,501,2:59,Wednesday,DOVERCOURT AND QUEEN,Held By,13,28,W,4585,DOVERCOURT AND QUEEN,
908,2025-01-29,501,3:45,Wednesday,LONG BRANCH LOOP,Emergency Services,25,40,W,4598,LONG BRANCH LOOP,
909,2025-01-29,310,4:34,Wednesday,26 WELLINGTON ST,Cleaning - Unsanitary,30,60,S,8747,26 WELLINGTON ST,
910,2025-01-29,505,5:02,Wednesday,BAY AND DUNDAS,Security,12,24,N,4520,BAY AND DUNDAS,
911,2025-01-29,301,5:06,Wednesday,QUEEN AND RONCESVALLES,Operations,None,None,E,4543,QUEEN AND RONCESVALLES,
912,2025-01-29,504,5:14,Wednesday,RONCESVALLES AND QUEEN,Held By,11,21,E,4452,RONCESVALLES AND QUEEN,
913,2025-01-29,501,5:16,Wednesday,QUEEN AND RONCESVALLES,Held By,9,17,W,4567,QUEEN AND RONCESVALLES,
914,2025-01-29,507,5:18,Wednesday,QUEEN AND RONCESVALLES,Held By,8,18,W,4603,QUEEN AND RONCESVALLES,
915,2025-01-29,301,5:41,Wednesday,QUEENSWAY AND RONCESVA,Security,None,None,E,4562,QUEENSWAY AND RONCESVA,
916,2025-01-29,503,5:55,Wednesday,KING AND CHURCH,Operations,10,20,W,4404,KING AND CHURCH,
917,2025-01-29,512,6:15,Wednesday,ST CLAIR STATION,Operations,12,20,W,4401,ST CLAIR STATION,
918,2025-01-29,504,6:16,Wednesday,KING AND CHURCH,Diversion,82,92,W,4602,KING AND CHURCH,
919,2025-01-29,501,6:32,Wednesday,QUEENSWAY AND RONCESVA,Security,None,None,W,4564,QUEENSWAY AND RONCESVA,
920,2025-01-29,505,6:38,Wednesday,DUNDAS AND JARVIS,Security,10,20,W,4457,DUNDAS AND JARVIS,
921,2025-01-29,501,6:58,Wednesday,LESLIE AND QUEEN,Security,None,None,W,4644,LESLIE AND QUEEN,
922,2025-01-29,504,7:00,Wednesday,RONCESVALLES AND DUNDA,Security,10,20,W,4602,RONCESVALLES AND DUNDA,
923,2025-01-29,510,7:19,Wednesday,200 ST PAUL'S SQUARE,Utilized Off Route,6,12,S,8828,200 ST PAUL'S SQUARE,
924,2025-01-29,510,7:29,Wednesday,SPADINA STATION,Utilized Off Route,4,8,W,8643,SPADINA STATION,
925,2025-01-29,510,8:04,Wednesday,QUEENS QUAY AND SPADIN,Mechanical,4,8,None,8696,QUEENS QUAY AND SPADIN,
926,2025-01-29,505,8:27,Wednesday,DUNDAS AND ONTARIO,Cleaning - Unsanitary,10,20,E,4520,DUNDAS AND ONTARIO,
927,2025-01-29,504,8:37,Wednesday,KING AND YORK,Emergency Services,8,16,E,4627,KING AND YORK,
928,2025-01-29,503,10:04,Wednesday,WELLINGTON AND CHURCH,General Delay,10,20,W,4517,WELLINGTON AND CHURCH,
929,2025-01-29,505,10:15,Wednesday,DUNDAS AND LANSDOWNE,Emergency Services,10,20,W,4516,DUNDAS AND LANSDOWNE,
930,2025-01-29,510,10:37,Wednesday,SPADINA AND QUEEN,Utilized Off Route,4,8,S,8564,SPADINA AND QUEEN,
931,2025-01-29,510,10:39,Wednesday,SPADINA AND BLUE JAYS,Utilized Off Route,4,8,S,8736,SPADINA AND BLUE JAYS,
932,2025-01-29,510,11:10,Wednesday,SPADINA STATION,Cleaning - Unsanitary,4,8,None,8627,SPADINA STATION,
933,2025-01-29,504,11:12,Wednesday,KING AND JOE SHUSTER,Emergency Services,42,52,E,4419,KING AND JOE SHUSTER,
934,2025-01-29,511,11:48,Wednesday,BATHURST AND HOUSEY,Collision - TTC Involved,9,18,S,4556,BATHURST AND HOUSEY,
935,2025-01-29,501,12:34,Wednesday,QUEEN AND WINNIFRED,Diversion,10,20,W,4579,QUEEN AND WINNIFRED,
936,2025-01-29,501,12:58,Wednesday,QUEEN AND DOVERCOURT,Security,10,20,W,4601,QUEEN AND DOVERCOURT,
937,2025-01-29,510,13:29,Wednesday,SPADINA STATION,Security,4,8,None,8643,SPADINA STATION,
938,2025-01-29,511,13:29,Wednesday,BATHURST AND QUEENS QU,Rail/Switches,None,None,N,4561,BATHURST AND QUEENS QU,
939,2025-01-29,511,13:44,Wednesday,BATHURST AND HARBORD,General Delay,9,18,S,4536,BATHURST AND HARBORD,
940,2025-01-29,510,13:50,Wednesday,SPADINA STATION,Security,4,8,S,8671,SPADINA STATION,
941,2025-01-29,501,13:58,Wednesday,SUNNYSIDE LOOP,Emergency Services,10,20,None,4579,SUNNYSIDE LOOP,
942,2025-01-29,501,14:04,Wednesday,QUEEN AND KINGSTON,Overhead,None,None,E,4569,QUEEN AND KINGSTON,
943,2025-01-29,501,14:09,Wednesday,QUEEN AND CHURCH,General Delay,None,None,None,4579,QUEEN AND CHURCH,
944,2025-01-29,504,14:44,Wednesday,KING AND JARVIS,Operations,10,21,E,4602,KING AND JARVIS,
945,2025-01-29,503,14:58,Wednesday,KING AND JARVIS,Diversion,15,25,W,4425,KING AND JARVIS,
946,2025-01-29,512,15:05,Wednesday,ST CLAIR AND VAUGHAN,General Delay,None,None,W,4629,ST CLAIR AND VAUGHAN,
947,2025-01-29,509,15:23,Wednesday,QUEENS QUAY AND BATHUR,General Delay,None,None,E,4484,QUEENS QUAY AND BATHUR,
948,2025-01-29,504,15:54,Wednesday,KING AND SUMACH,Security,None,None,W,4515,KING AND SUMACH,
949,2025-01-29,503,15:59,Wednesday,KING AND SUMACH,General Delay,13,23,E,4631,KING AND SUMACH,
950,2025-01-29,506,16:00,Wednesday,GERRARD AND GOLFVIEW,General Delay,None,None,W,4473,GERRARD AND GOLFVIEW,
951,2025-01-29,507,22:19,Wednesday,HUMBERLOOP,Security,10,20,N,4600,HUMBERLOOP,
952,2025-01-29,501,23:49,Wednesday,QUEEN AND PETER,Mechanical,10,20,W,4566,QUEEN AND PETER,
953,2025-01-29,510,23:51,Wednesday,SPADINA AND COLLEGE,Mechanical,4,8,S,8857,SPADINA AND COLLEGE,
954,2025-01-30,301,2:35,Thursday,CHURCH AND RICHMOND,Emergency Services,39,54,N,4587,CHURCH AND RICHMOND,
955,2025-01-30,505,3:46,Thursday,BREOADVIEW STATION,Cleaning - Unsanitary,30,60,S,4460,BREOADVIEW STATION,
956,2025-01-30,505,3:51,Thursday,KINGSTON LOOP,Emergency Services,None,None,None,4623,KINGSTON LOOP,
957,2025-01-30,506,4:00,Thursday,GERRARD AND COXWELL,General Delay,None,None,None,None,GERRARD AND COXWELL,
958,2025-01-30,505,4:16,Thursday,QUEEN AND LESLIE,Security,None,None,E,4464,QUEEN AND LESLIE,
959,2025-01-30,506,7:54,Thursday,PARLIAMENT AND CARLTON,Operations,10,20,N,4607,PARLIAMENT AND CARLTON,
960,2025-01-30,503,8:12,Thursday,YORK AND WELLINGTON,Emergency Services,10,20,N,4631,YORK AND WELLINGTON,
961,2025-01-30,504,8:34,Thursday,692 QUEEN ST EAST,Cleaning - Unsanitary,6,12,W,4491,692 QUEEN ST EAST,
962,2025-01-30,510,8:52,Thursday,SPADINA AND BLOOR,Collision - TTC Involved,4,8,S,8641,SPADINA AND BLOOR,
963,2025-01-30,510,9:21,Thursday,SPADINA AND GARDINER,Diversion,95,99,N,None,SPADINA AND GARDINER,
964,2025-01-30,504,9:41,Thursday,KING AND BATHURST,Diversion,10,20,W,4628,KING AND BATHURST,
965,2025-01-30,506,10:27,Thursday,COLLEGE AND BATHURST,Security,10,20,E,4512,COLLEGE AND BATHURST,
966,2025-01-30,503,12:47,Thursday,BINGHAM LOOP,Mechanical,10,20,W,4407,BINGHAM LOOP,
967,2025-01-30,501,13:38,Thursday,HUMBER LOOP,Emergency Services,10,20,W,4603,HUMBER LOOP,
968,2025-01-30,503,13:57,Thursday,WOODBINE AND KINGSTON,General Delay,76,86,N,4609,WOODBINE AND KINGSTON,
969,2025-01-30,504,14:30,Thursday,CHARLOTTE LOOP,Operations,10,20,None,4504,CHARLOTTE LOOP,
970,2025-01-30,506,14:57,Thursday,CARLTON AND JARVIS,Security,10,20,E,4607,CARLTON AND JARVIS,
971,2025-01-30,501,15:04,Thursday,QUEEN FROM ONTARIO TO,Mechanical,10,20,W,4588,QUEEN FROM ONTARIO TO,
972,2025-01-30,501,15:59,Thursday,QUEEN AND OSSINGTON,Mechanical,10,20,E,4539,QUEEN AND OSSINGTON,
973,2025-01-30,505,16:43,Thursday,DUNDAS AND CHURCH,Security,31,41,E,4418,DUNDAS AND CHURCH,
974,2025-01-30,501,16:48,Thursday,SHAW AND QUEEN,Operations,10,20,S,4573,SHAW AND QUEEN,
975,2025-01-30,510,17:08,Thursday,SPADINA AND FORT YORK,General Delay,None,None,None,None,SPADINA AND FORT YORK,
976,2025-01-30,501,18:19,Thursday,PARLIAMENT AND DUNDAS,Mechanical,10,20,E,4567,PARLIAMENT AND DUNDAS,
977,2025-01-30,505,18:24,Thursday,DUNDAS AND RIVER,Operations,10,20,E,4426,DUNDAS AND RIVER,
978,2025-01-30,505,18:27,Thursday,DUNDAS AND RIVER,Operations,10,20,E,4426,DUNDAS AND RIVER,
979,2025-01-30,510,18:43,Thursday,SPADINA AND FORT YORK,Mechanical,4,8,S,8839,SPADINA AND FORT YORK,
980,2025-01-30,511,19:14,Thursday,BATHURST AND QUEEN,Security,27,37,S,4562,BATHURST AND QUEEN,
981,2025-01-30,504,19:17,Thursday,CHERRY AND FRONT,Utilized Off Route,10,20,E,4628,CHERRY AND FRONT,
982,2025-01-30,505,20:27,Thursday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,E,4446,DUNDAS WEST STATION,
983,2025-01-30,512,20:43,Thursday,ST CLAIR AND OLD WESTO,General Delay,None,None,None,None,ST CLAIR AND OLD WESTO,
984,2025-01-30,501,21:40,Thursday,SUNNYSIDE LOOP,Security,None,None,None,4605,SUNNYSIDE LOOP,
985,2025-01-30,None,22:10,Thursday,3190 LAKESHORE OPPOSIT,Overhead,98,108,None,None,3190 LAKESHORE OPPOSIT,
986,2025-01-30,504,22:32,Thursday,CHERRY AND FRONT,Cleaning - Unsanitary,10,20,W,4432,CHERRY AND FRONT,
987,2025-01-30,505,0:47,Thursday,BROADVIEW STATION,Emergency Services,10,20,None,4522,BROADVIEW STATION,
988,2025-01-30,306,1:05,Thursday,COXWELL AND QUEEN,Security,None,None,S,4435,COXWELL AND QUEEN,
989,2025-01-30,506,1:07,Thursday,LANSDOWNE LOOP,Security,20,40,None,4607,LANSDOWNE LOOP,
990,2025-01-30,509,1:35,Thursday,FLEET LOOP,Security,None,None,None,4437,FLEET LOOP,
991,2025-01-31,501,2:11,Friday,QUEEN AND JUST N OF PA,Security,15,30,N,4603,QUEEN AND JUST N OF PA,
992,2025-01-31,505,4:14,Friday,QUEEN AND LESLIE,Security,None,None,E,4418,QUEEN AND LESLIE,
993,2025-01-31,505,4:42,Friday,QUEEN AND LESLIE,Security,None,None,None,4613,QUEEN AND LESLIE,
994,2025-01-31,504,6:21,Friday,DISTILLERY LOOP,Cleaning - Unsanitary,10,20,E,4481,DISTILLERY LOOP,
995,2025-01-31,512,6:55,Friday,ST CLAIR AND WYCHWOOD,Operations,11,20,E,4487,ST CLAIR AND WYCHWOOD,
996,2025-01-31,506,7:13,Friday,GERRARD AND BROADVIEW,Cleaning - Unsanitary,10,20,E,4496,GERRARD AND BROADVIEW,
997,2025-01-31,504,8:57,Friday,KING AND DUFFERIN,General Delay,10,16,W,4440,KING AND DUFFERIN,
998,2025-01-31,501,9:39,Friday,QUEEN AND GREENWOOD,Diversion,10,20,W,4577,QUEEN AND GREENWOOD,
999,2025-01-31,504,10:04,Friday,DUNDAS WEST STATION,Security,10,20,None,4627,DUNDAS WEST STATION,
1000,2025-01-31,510,10:10,Friday,SPADINA AND QUEEN,Mechanical,4,7,S,8797,SPADINA AND QUEEN,
1001,2025-01-31,504,10:13,Friday,KING AND YONGE,General Delay,10,17,W,4413,KING AND YONGE,
1002,2025-01-31,504,14:23,Friday,KING AND SUMACH,Operations,10,20,W,4412,KING AND SUMACH,
1003,2025-01-31,511,14:43,Friday,BATHURST STATION,Security,10,20,S,4549,BATHURST STATION,
1004,2025-01-31,511,14:51,Friday,FLEET AND BATHURST,Operations,7,14,W,4519,FLEET AND BATHURST,
1005,2025-01-31,501,15:05,Friday,CHURCH AND RICHMOND,Cleaning - Unsanitary,10,20,W,4536,CHURCH AND RICHMOND,
1006,2025-01-31,512,15:16,Friday,ST. CLAIR WEST STATION,Operations,12,20,W,4487,ST. CLAIR WEST STATION,
1007,2025-01-31,510,16:13,Friday,SPADINA STATION,Mechanical,2,5,S,8750,SPADINA STATION,
1008,2025-01-31,512,17:22,Friday,ST CLAIR AND DUFFERIN,Operations,8,16,E,4630,ST CLAIR AND DUFFERIN,
1009,2025-01-31,506,17:31,Friday,DUNDAS AND BAY,Investigation,28,38,E,4491,DUNDAS AND BAY,
1010,2025-01-31,505,18:26,Friday,DUNDAS AND BAY,Diversion,31,41,E,4512,DUNDAS AND BAY,
1011,2025-01-31,505,18:56,Friday,DUNDAS AND REGENT PARK,Security,31,41,E,4451,DUNDAS AND REGENT PARK,
1012,2025-01-31,501,19:24,Friday,QUEEN AND RONCESVALLES,Operations,10,20,E,4533,QUEEN AND RONCESVALLES,
1013,2025-01-31,501,19:28,Friday,QUEEN AND SHERBOURNE,Emergency Services,5,15,W,4590,QUEEN AND SHERBOURNE,
1014,2025-01-31,501,19:38,Friday,QUEEN AND YORK,Emergency Services,20,30,E,4533,QUEEN AND YORK,
1015,2025-01-31,504,19:41,Friday,RONCESVALLES AND QUEEN,Diversion,133,143,E,4400,RONCESVALLES AND QUEEN,
1016,2025-01-31,505,19:47,Friday,DUNDAS AND SHAW,Emergency Services,17,27,W,4475,DUNDAS AND SHAW,
1017,2025-01-31,507,20:05,Friday,LAKESHORE AND THIRTY S,Diversion,67,10,W,4524,LAKESHORE AND THIRTY S,
1018,2025-01-31,507,20:07,Friday,LAKESHORE AND THIRTY-S,Collision - TTC Involved,10,20,E,4529,LAKESHORE AND THIRTY-S,
1019,2025-01-31,501,21:34,Friday,QUEEN AND GLADSTONE,Diversion,32,42,E,4569,QUEEN AND GLADSTONE,
1020,2025-01-31,505,22:45,Friday,PARLIAMENT AND DUNDAS,Security,10,20,N,4458,PARLIAMENT AND DUNDAS,
1021,2025-01-31,505,0:45,Friday,KINGSTON RD LOOP,Emergency Services,None,None,None,4473,KINGSTON RD LOOP,
1022,2025-01-31,501,1:10,Friday,QUEEN AND DUFFERIN,Security,7,17,W,4600,QUEEN AND DUFFERIN,
1023,2025-01-31,501,1:46,Friday,LONG BRANCH LOOP,Emergency Services,15,30,None,4544,LONG BRANCH LOOP,
1024,2025-01-31,501,1:49,Friday,LAKESHORE AND KIPLING,Diversion,30,45,W,4600,LAKESHORE AND KIPLING,
1025,2025-01-31,506,1:57,Friday,CARLTON AND ONTARIO,General Delay,None,None,None,None,CARLTON AND ONTARIO,
